Indice,Año,Mes,Departamento,Victimario,Edad,Lugar de los hechos,Metodos de eliminación
1449,2019,Diciembre,Antioquia,Conocido,63,En una calle del barrio de la victima,Degollada
1450,2019,Diciembre,Antioquia,Conocido,42,En una calle del barrio de la victima,Baleada
1451,2019,Diciembre,Antioquia,Desconocido,47,Lugar de trabajo de la victima,Baleada
1452,2019,Diciembre,Antioquia,Desconocido,30,Vivienda de la victima,Baleada
1453,2019,Diciembre,Antioquia,Compañero permanente,34,Vivienda de la victima,Asfixiada
1454,2019,Diciembre,Antioquia,Sicario,27,Desconocido,Desconocido
1455,2019,Diciembre,Antioquia,Desconocido,29,Vivienda de la victima,Desconocido
1456,2019,Diciembre,Antioquia,Desconocido,28,Desconocido,Baleada
1457,2019,Diciembre,Antioquia,Familiar,14,Desconocido,Asfixiada
1458,2019,Diciembre,Antioquia,Estructuras armadas,39,Vivienda de la victima,Desconocido
1459,2019,Diciembre,Antioquia,Compañero permanente,28,Vivienda de la victima,Baleada
1460,2019,Diciembre,Antioquia,Sicario,35,Desconocido,Baleada
1461,2019,Diciembre,Antioquia,Desconocido,31,En una calle del barrio de la victima,Baleada
1462,2019,Diciembre,Antioquia,Sicario,41,Vivienda de la victima,Desconocido
1463,2019,Diciembre,Tolima,Desconocido,22,Vivienda de la victima,Apuñalada
1464,2019,Diciembre,Tolima,Exnovio,24,Vivienda de la victima,Desconocido
1465,2019,Diciembre,Tolima,Desconocido,21,Zona rural,Desconocido
1466,2019,Diciembre,Tolima,Compañero permanente,52,Lugar de trabajo de la victima,Baleada
1467,2019,Diciembre,Cauca,Excompañero permanente,28,Local comercial,Desconocido
1468,2019,Diciembre,Cauca,Sicario,34,En una calle del barrio de la victima,Apuñalada
1469,2019,Diciembre,Cauca,Conocido,31,Vivienda de la victima,Apuñalada
1470,2019,Diciembre,Cauca,Desconocido,36,Zona verde urbana,Apuñalada
1471,2019,Diciembre,Valle del Cauca,Familiar,5,Vivienda de la victima,Desconocido
1472,2019,Diciembre,Valle del Cauca,Compañero permanente,32,Vivienda de la victima,Baleada
1473,2019,Diciembre,Valle del Cauca,Familiar,12,Vivienda de la victima,Apuñalada
1474,2019,Diciembre,Valle del Cauca,Desconocido,34,Desconocido,Baleada
1475,2019,Diciembre,Guajira,Desconocido,56,Vivienda de la victima,Baleada
1476,2019,Diciembre,Guajira,Desconocido,23,Vivienda de la victima,Baleada
1477,2019,Diciembre,Guajira,Compañero permanente,21,En una calle del barrio de la victima,Incinerada
1478,2019,Diciembre,Guajira,Delincuencia organizada,27,Desconocido,Baleada
1479,2019,Diciembre,Meta,Desconocido,53,Vivienda de la victima,Desconocido
1480,2019,Diciembre,Meta,Compañero permanente,23,En una calle del barrio de la victima,Asfixiada
1481,2019,Diciembre,Meta,Delincuencia organizada,26,Via rural,Baleada
1482,2019,Diciembre,Nariño,Sicario,32,Vivienda de la victima,Baleada
1483,2019,Diciembre,Nariño,Desconocido,15,Vivienda de la victima,Degollada
1484,2019,Diciembre,Nariño,Desconocido,21,Via urbana,Baleada
1485,2019,Diciembre,Huila,Sicario,36,Via urbana,Baleada
1486,2019,Diciembre,Huila,Conyuge,23,Hotel,Baleada
1487,2019,Diciembre,Huila,Desconocido,32,Local comercial,Baleada
1488,2019,Diciembre,Atlantico ,Conocido,48,En una calle del barrio de la victima,Golpeada
1489,2019,Diciembre,Atlantico ,Excompañero permanente,17,Vivienda de la victima,Apuñalada
1490,2019,Diciembre,Atlantico ,Desconocido,43,Vivienda de la victima,Baleada
1491,2019,Diciembre,Santander,Conyuge,45,Vivienda de la victima,Golpeada
1492,2019,Diciembre,Santander,Desconocido,39,Via urbana,Desconocido
1493,2019,Diciembre,Bogota,Desconocido,51,Desconocido,Apuñalada
1494,2019,Diciembre,Bogota,Desconocido,18,Via urbana,Asfixiada
1495,2019,Diciembre,Caldas,Sicario,22,Desconocido,Baleada
1496,2019,Diciembre,Risaralda,Desconocido,16,Lugar de trabajo de la victima,Baleada
1497,2019,Diciembre,Norte de Santander,Desconocido,20,Vivienda de la victima,Baleada
1498,2019,Diciembre,Quindio,Excompañero permanente,27,Vivienda de la victima,Golpeada
1499,2020,Enero,Huila,Compañero permanente,29,Vivienda de la victima,Quemada
1500,2020,Enero,Antioquia,Desconocido,86,Vivienda de la victima,Desconocido
1501,2020,Enero,Norte de Santander,Desconocido,29,Via urbana ,Baleada
1502,2020,Enero,Santander,Excompañero permanente,29,Hotel,Estrangulada
1503,2020,Enero,Antioquia,Desconocido,29,Via rural,baleada
1504,2020,Enero,Cordoba,Excompañero permanente,30,Via rural,baleada
1505,2020,Enero,Cordoba,Exnovio,29,En una calle del barrio de la victima,Apuñalada
1506,2020,Enero,Caqueta,Desconocido,45,Via rural,baleada
1507,2020,Enero,Huila,Sicario,29,En una calle del barrio de la victima,baleada
1508,2020,Enero,Caldas,Desconocido,29,Vivienda de la victima,Desconocido
1509,2020,Enero,Antioquia,Desconocido,29,Via rural,baleada
1510,2020,Enero,Tolima,Desconocido,29,Zona verde rural,baleada
1511,2020,Enero,Norte de Santander,Conocido,29,Vivienda de la victima,Apuñalada
1512,2020,Enero,Cordoba,Desconocido,28,Vivienda de la victima,Baleada
1513,2020,Enero,Valle del cauca,Desconocido,27,Via urbana ,Desconocido
1514,2020,Enero,Valle del cauca,Conocido,29,Local comercial,Apuñalada
1515,2020,Enero,Valle del cauca,Novio,20,Via rural,Apuñalada
1516,2020,Enero,Valle del cauca,Desconocido,17,Via urbana ,Baleada
1517,2020,Enero,Atlantico ,Novio,29,Vivienda de la victima,Apuñalada
1518,2020,Enero,Atlantico ,Desconocido,44,Vivienda de la victima,Baleada
1519,2020,Enero,Risaralda ,Desconocido,27,Via urbana ,Baleada
1520,2020,Enero,Valle del cauca,Desconocido,57,Via urbana ,Baleada
1521,2020,Enero,Cauca,Conocido,27,Via urbana ,Apuñalada
1522,2020,Enero,Huila,Militar,16,Via urbana ,Baleada
1523,2020,Enero,Huila,Militar,29,Via urbana ,Baleada
1524,2020,Enero,Huila,Desconocido,22,Via urbana ,Baleada
1525,2020,Enero,Guajira,Desconocido,46,Zona rural,Baleada
1526,2020,Enero,Atlantico ,Novio ,16,Quebrada o rio,Desconocido
1527,2020,Enero,Tolima,Desconocido,29,Local comercial,Baleada
1528,2020,Enero,Tolima,Desconocido,29,Local comercial,Baleada
1529,2020,Enero,Norte de Santander,Familiar,39,Vivienda de la victima,Desconocido
1530,2020,Enero,Santander,Desconocido,29,Vivienda de la victima,Desconocido
1531,2020,Enero,Bogota,Desconocido,24,Via urbana ,Apuñalada
1532,2020,Enero,Atlantico ,Compañero permanente,41,Vivienda de la victima,Asfixiada
1533,2020,Enero,Atlantico ,Desconocido,29,Vivienda de la victima,Baleada
1534,2020,Enero,Atlantico ,Compañero permanente,29,Via urbana ,Apuñalada
1535,2020,Enero,Norte de Santander,Desconocido,29,Quebrada o rio,Desconocido
1536,2020,Enero,Norte de Santander,Desconocido,30,Via urbana ,Apuñalada
1537,2020,Enero,Bogota,Familiar,47,Vivienda de la victima,Apuñalada
1538,2020,Enero,Antioquia,Conocido,26,Vivienda de un tercero,Apuñalada
1539,2020,Enero,Antioquia,Desconocido,30,Zona rural,Apuñalada
1540,2020,Enero,Antioquia,Conocido,23,Via urbana ,Apuñalada
1541,2020,Febrero,Atlantico ,Compañero permanente,29,Vivienda de la victima,Apuñalada
1542,2020,Febrero,Santander,Desconocido,29,Desconocido,Baleada
1543,2020,Febrero,Atlantico ,Desconocido,42,Via urbana ,Baleada
1544,2020,Febrero,Cordoba,Excompañero permanente,25,Via urbana ,Apuñalada
1545,2020,Febrero,Cauca,Novio,30,Desconocido,Golpeada
1546,2020,Febrero,Cauca,Familiar,4,Vivienda de un tercero,desconocido
1547,2020,Febrero,Cauca,Familiar,29,Via urbana ,desconocido
1548,2020,Febrero,Caldas,Novio,21,Vivienda de la victima,Apuñalada
1549,2020,Febrero,Caldas,Conocido,29,Vivienda de un tercero,Apuñalada
1550,2020,Febrero,Norte de Santander,Sicario,30,Vivienda de la victima,Baleada
1551,2020,Febrero,Norte de Santander,Desconocido,14,Vivienda de la victima,Baleada
1552,2020,Febrero,Santander,Compañero permanente,59,Vivienda de la victima,desconocido
1553,2020,Febrero,Bogota,Desconocido,29,Via urbana ,Baleada
1554,2020,Febrero,Valle del cauca,Desconocido,31,En una calle del barrio de la victima,Baleada
1555,2020,Febrero,Cesar ,Desconocido,22,via urbana ,Baleada
1556,2020,Febrero,Antioquia,Desconocido,37,via urbana ,Apuñalada
1557,2020,Febrero,Choco,Desconocido,23,Vivienda de la victima,Baleada
1558,2020,Febrero,Antioquia,Desconocido,14,Quebrada o rio,desconocido
1559,2020,Febrero,Bolivar,Desconocido,14,Desconocido,Apuñalada
1560,2020,Febrero,Bolivar,Novio,16,Vivienda de la victima,Degollada
1561,2020,Febrero,Huila,Desconocido,29,Vivienda de la victima,desconocido
1562,2020,Febrero,Valle del cauca,Desconocido,30,Via urbana ,desconocido
1563,2020,Febrero,Nariño ,Desconocido,29,Vivienda de la victima,Baleada
1564,2020,Febrero,Nariño ,Desconocido,10,Vivienda de la victima,Degollada
1565,2020,Febrero,Caqueta,Desconocido,29,Via urbana ,Apuñalada
1566,2020,Febrero,Atlantico ,Compañero permanente,27,Vivienda de la victima,Quemada
1567,2020,Febrero,Atlantico ,Desconocido,27,Via urbana ,Torturada
1568,2020,Febrero,Meta,Desconocido,30,Zona rural,Apuñalada
1569,2020,Febrero,Valle del cauca,Desconocido,62,Vivienda de la victima,Asfixiada
1570,2020,Febrero,Atlantico ,Desconocido,24,Vivienda de la victima,Baleada
1571,2020,Febrero,Antioquia,Desconocido,39,Vivienda de un tercero,desconocido
1572,2020,Febrero,Antioquia,Desconocido,17,Vivienda de un tercero,desconocido
1573,2020,Febrero,Valle del cauca,Sicario,42,Via urbana ,Baleada
1574,2020,Febrero,Valle del cauca,Excompañero permanente,31,Vivienda de la victima,desconocido
1575,2020,Febrero,Arauca,Desconocido,29,Vivienda de la victima,Desconocido
1576,2020,Febrero,Bogota,Desconocido,42,Via urbana ,Baleada
1577,2020,Febrero,Bogota,Desconocido,32,Quebrada o rio,Baleada
1578,2020,Febrero,Antioquia,Desconocido,35,Via urbana ,Apuñalada
1579,2020,Febrero,Atlantico ,Desconocido,29,Zona rural,Desconocido
1580,2020,Febrero,Boyaca,Desconocido,29,Zona rural,Desconocido
1581,2020,Febrero,Antioquia,Desconocido,27,Zona rural,Baleada
1582,2020,Febrero,Antioquia,Banda criminal,28,Lugar de trabajo de la victima,Baleada
1583,2020,Febrero,Antioquia,Sicario,28,Via urbana ,Baleada
1584,2020,Febrero,Antioquia,Compañero permanente,49,Vivienda de la victima,Apuñalada
1585,2020,Febrero,Antioquia,Desconocido,32,Via urbana ,Estrangulada
1586,2020,Febrero,Antioquia,Desconocido,29,hotel,Intoxicada
1587,2020,Marzo,Cundinamarca,Exnovio,29,Transporte publico,Baleada
1588,2020,Marzo,Valle del cauca,Compañero permanente,67,Vivienda de la victima,Baleada
1589,2020,Marzo,Valle del cauca,Sicario,58,Vivienda de la victima,Baleada
1590,2020,Marzo,Antioquia,Desconocido,60,Vivienda de la victima,Baleada
1591,2020,Marzo,Bolivar,Conocido,44,Zona rural,Baleada
1592,2020,Marzo,Valle del cauca,Compañero permanente,31,Vivienda de la victima,Baleada
1593,2020,Marzo,Tolima,Sicario,34,Via urbana ,Apuñalada
1594,2020,Marzo,Antioquia,Excompañero permanente,81,Vivienda de la victima,Baleada
1595,2020,Marzo,Valle del cauca,Desconocido,28,Via urbana ,Baleada
1596,2020,Marzo,Atlantico ,Desconocido,33,Vivienda de la victima,Apuñalada
1597,2020,Marzo,Bogota,Compañero permanente,26,Vivienda del victimario,Apuñalada
1598,2020,Marzo,Antioquia,Compañero permanente,49,Vivienda de la victima,Baleada
1599,2020,Marzo,Tolima,Militar,62,Via rural,Baleada
1600,2020,Marzo,Bolivar,Sicario,53,Vivienda de la victima,Baleada
1601,2020,Marzo,Antioquia,Compañero permanente,25,En una calle del barrio de la victima,Apuñalada
1602,2020,Marzo,Valle del cauca,Estructuras del narcotrafico,29,Zona rural,Apuñalada
1603,2020,Marzo,Tolima,Conyuge,26,Vivienda de la victima,Baleada
1604,2020,Marzo,Antioquia,Banda criminal,11,Zona urbana,Apuñalada
1605,2020,Marzo,Cordoba,Excompañero permanente,14,Vivienda de la victima,Baleada
1606,2020,Marzo,Cauca,Compañero permanente,39,Vivienda de la victima,Desconocido
1607,2020,Marzo,Antioquia,Sicario,29,Vivienda de la victima,Asfixiada
1608,2020,Marzo,Valle del cauca,Sicario,32,Desconocido,Baleada
1609,2020,Marzo,Bolivar,Compañero permanente,22,Transporte privado,Baleada
1610,2020,Marzo,Sucre,Sicario,27,Vivienda de la victima,Asfixiada
1611,2020,Marzo,Valle del cauca,Conocido,18,Transporte publico,Desconocido
1612,2020,Marzo,Bolivar,Excompañero permanente,12,Vivienda de la victima,Apuñalada
1613,2020,Marzo,Santander,Compañero permanente,21,Zona rural,Baleada
1614,2020,Marzo,Atlantico ,Sicario,27,Vivienda de la victima,Baleada
1615,2020,Marzo,Bogota,Sicario,29,Vivienda de la victima,Apuñalada
1616,2020,Marzo,Huila,Conocido,26,Via rural,Apuñalada
1617,2020,Marzo,Atlantico ,Compañero permanente,24,Zona rural,Baleada
1618,2020,Marzo,Guajira,Desconocido,41,Via urbana ,Baleada
1619,2020,Marzo,Valle del cauca,Sicario,23,Vivienda de la victima,Apuñalada
1620,2020,Marzo,Antioquia,Desconocido,29,Vivienda de la victima,Baleada
1621,2020,Marzo,Bolivar,Compañero permanente,34,Vivienda de la victima,Apuñalada
1622,2020,Marzo,Bogota,Desconocido,35,Zona rural,Baleada
1623,2020,Marzo,Antioquia,Desconocido,40,Vivienda de la victima,Baleada
1624,2020,Marzo,Atlantico ,Sicario,25,Zona verde rural,Baleada
1625,2020,Marzo,Valle del cauca,Compañero permanente,80,En una calle del barrio de la victima,Baleada
1626,2020,Marzo,Tolima,Compañero permanente,29,Vivienda de la victima,Baleada
1627,2020,Marzo,Valle del cauca,Sicario,29,Vivienda de la victima,Cortada
1628,2020,Marzo,Bolivar,Conocido,17,Vivienda de la victima,Degollada
1629,2020,Abril,Valle del cauca,Conyuge,15,Desconocido,Golpeada
1630,2020,Abril,Antioquia,Vecino,35,Via urbana ,Desconocido
1631,2020,Abril,Tolima,Conocido,21,Vivienda de la victima,Baleada
1632,2020,Abril,Atlantico ,Familiar,51,Vivienda de la victima,Baleada
1633,2020,Abril,Valle del cauca,Novio,26,Desconocido,Apuñalada
1634,2020,Abril,Bogota,Compañero permanente,26,Vivienda de la victima,Baleada
1635,2020,Abril,Cauca,Estructuras del narcotrafico,30,Desconocido,Apuñalada
1636,2020,Abril,Cauca,Delincuencia comun,29,Via urbana ,Baleada
1637,2020,Abril,Huila,Sicario,29,Desconocido,Baleada
1638,2020,Abril,Valle del cauca,Desconocido,27,Vivienda de la victima,Apuñalada
1639,2020,Abril,Antioquia,Sicario,29,Desconocido,Desconocido
1640,2020,Abril,Cundinamarca,Desconocido,80,Vivienda de la victima,Apuñalada
1641,2020,Abril,Norte de Santander,Desconocido,27,Desconocido,Estrangulada
1642,2020,Abril,Antioquia,Desconocido,29,Desconocido,Baleada
1643,2020,Abril,Nariño ,Desconocido,36,Zona urbana,Baleada
1644,2020,Abril,Magdalena,Familiar,17,Zona urbana,Baleada
1645,2020,Abril,Quindio,Sicario,38,Vivienda de la victima,Apuñalada
1646,2020,Abril,Valle del cauca,Desconocido,73,En una calle del barrio de la victima,Apuñalada
1647,2020,Abril,Norte de Santander,Desconocido,28,Transporte publico,Baleada
1648,2020,Abril,Magdalena,Sicario,16,Vivienda de la victima,Baleada
1649,2020,Abril,Antioquia,Sicario,29,Desconocido,Apuñalada
1650,2020,Abril,Casanare,Estructuras del narcotrafico,25,Vivienda de la victima,Baleada
1651,2020,Abril,Antioquia,Desconocido,37,Via urbana ,Baleada
1652,2020,Abril,Nariño,Compañero permanente,58,Vivienda de la victima,Desconocido
1653,2020,Abril,Norte de Santander,Novio,24,Desconocido,Golpeada
1654,2020,Abril,Valle del cauca,Delincuencia comun,52,Vivienda de la victima,Baleada
1655,2020,Mayo,Antioquia,Banda criminal,29,Desconocido,Apuñalada
1656,2020,Mayo,Bolivar,Banda criminal,2,Vivienda de la victima,Baleada
1657,2020,Mayo,Meta,Conocido,7,Desconocido,Desconocido
1658,2020,Mayo,Cauca,Compañero permanente,10,Vivienda de la victima,Baleada
1659,2020,Mayo,Cordoba,Banda criminal,27,Vivienda de la victima,Baleada
1660,2020,Mayo,Atlantico ,Sicario,29,Desconocido,Desconocido
1661,2020,Mayo,Valle del cauca,Desconocido,39,Vivienda de la victima,Apuñalada
1662,2020,Mayo,Antioquia,Sicario,17,Via urbana ,Desconocido
1663,2020,Mayo,Guajira,Desconocido,36,Zona urbana,Apuñalada
1664,2020,Mayo,Bogota,Desconocido,15,Vivienda de la victima,Baleada
1665,2020,Mayo,Cauca,Banda criminal,56,Desconocido,Baleada
1666,2020,Mayo,Norte de Santander,Desconocido,22,Vivienda de la victima,Baleada
1667,2020,Mayo,Santander,Desconocido,29,Vivienda de la victima,Baleada
1668,2020,Mayo,Cesar ,Desconocido,29,Desconocido,Asfixiada
1669,2020,Mayo,Antioquia,Banda criminal,52,Via urbana ,Baleada
1670,2020,Mayo,Atlantico ,Sicario,16,Vivienda de la victima,Apuñalada
1671,2020,Mayo,Cundinamarca,Desconocido,22,hotel,Baleada
1672,2020,Mayo,Antioquia,Banda criminal,26,Desconocido,Baleada
1673,2020,Mayo,Cordoba,Compañero permanente,18,Zona urbana,Apuñalada
1674,2020,Mayo,Vichada,Conocido,29,Vivienda de la victima,Baleada
1675,2020,Mayo,Antioquia,Sicario,29,Vivienda de la victima,Baleada
1676,2020,Mayo,Boyaca,Desconocido,29,Via urbana ,Desconocido
1677,2020,Mayo,Cordoba,Familiar,9,Zona urbana,Degollada
1678,2020,Mayo,Cordoba,Compañero permanente,19,Vivienda de la victima,Desconocido
1679,2020,Mayo,Antioquia,Sicario,29,Via urbana ,Baleada
1680,2020,Mayo,Norte de Santander,Sicario,23,Desconocido,Baleada
1681,2020,Mayo,Cauca,Conocido,65,Desconocido,Desconocido
1682,2020,Mayo,Bogota,Banda criminal,78,Vivienda de la victima,Apuñalada
1683,2020,Mayo,Guajira,Desconocido,29,Vivienda de la victima,Baleada
1684,2020,Mayo,Cauca,Desconocido,80,Desconocido,Apuñalada
1685,2020,Mayo,Valle del cauca,Sicario,20,Vivienda de la victima,Desconocido
1686,2020,Mayo,Atlantico ,Banda criminal,49,Vivienda de la victima,Desconocido
1687,2020,Junio,Cesar ,Sicario,27,Vivienda de la victima,Apuñalada
1688,2020,Junio,Caldas,Desconocido,25,Via urbana ,Apuñalada
1689,2020,Junio,Bolivar,Sicario,29,Desconocido,Baleada
1690,2020,Junio,Guajira,Excompañero permanente,33,Via rural,Baleada
1691,2020,Junio,Santander,Compañero permanente,29,Vivienda de la victima,Baleada
1692,2020,Junio,Sucre,Compañero permanente,25,Vivienda de la victima,Baleada
1693,2020,Junio,Tolima,Novio,71,Via urbana ,Apuñalada
1694,2020,Junio,Quindio,Compañero permanente,16,Vivienda de la victima,Baleada
1695,2020,Junio,Quindio,Policia,36,Zona urbana,Baleada
1696,2020,Junio,Cordoba,Sicario,51,Vivienda de la victima,Apuñalada
1697,2020,Junio,Cordoba,Familiar,47,Via urbana ,Golpeada
1698,2020,Junio,Cordoba,Desconocido,29,En una calle del barrio de la victima,Desconocido
1699,2020,Junio,Atlantico ,Sicario,29,Vivienda de la victima,Baleada
1700,2020,Junio,Atlantico ,Conyuge,23,Via urbana ,Baleada
1701,2020,Junio,Atlantico ,Compañero permanente,28,Desconocido,Baleada
1702,2020,Junio,Magdalena,Desconocido,42,En una calle del barrio de la victima,Baleada
1703,2020,Junio,Magdalena,Sicario,19,Via rural,Apuñalada
1704,2020,Junio,Magdalena,Sicario,15,Via urbana ,Baleada
1705,2020,Junio,Norte de Santander,Banda criminal,29,Vivienda de la victima,Golpeada
1706,2020,Junio,Norte de Santander,Sicario,2,Vivienda de la victima,Apuñalada
1707,2020,Junio,Norte de Santander,Sicario,28,Desconocido,Baleada
1708,2020,Junio,Bogota,Conocido,30,Vivienda de la victima,Golpeada
1709,2020,Junio,Bogota,Banda criminal,35,Desconocido,Baleada
1710,2020,Junio,Bogota,Conocido,29,Vivienda de la victima,Apuñalada
1711,2020,Junio,Bogota,Estructuras del narcotrafico,29,Vivienda de la victima,Apuñalada
1712,2020,Junio,Huila,Desconocido,29,Vivienda de la victima,Apuñalada
1713,2020,Junio,Huila,Familiar,54,En una calle del barrio de la victima,Baleada
1714,2020,Junio,Huila,Desconocido,26,Vivienda de la victima,Baleada
1715,2020,Junio,Huila,Desconocido,29,Vivienda de la victima,Golpeada
1716,2020,Junio,Cauca,Sicario,21,Vivienda de la victima,Golpeada
1717,2020,Junio,Cauca,Conocido,38,hotel,Baleada
1718,2020,Junio,Cauca,Estructuras del narcotrafico,31,Vivienda del victimario,Baleada
1719,2020,Junio,Cauca,Compañero permanente,27,Desconocido,Desconocido
1720,2020,Junio,Antioquia,Sicario,55,Lugar de trabajo de la victima,Baleada
1721,2020,Junio,Antioquia,Excompañero permanente,48,Vivienda de la victima,Asfixiada
1722,2020,Junio,Antioquia,Desconocido,46,Transporte privado,Baleada
1723,2020,Junio,Antioquia,Desconocido,20,Vivienda de la victima,Baleada
1724,2020,Junio,Antioquia,Compañero permanente,62,Vivienda de la victima,Golpeada
1725,2020,Junio,Antioquia,Sicario,26,Vivienda de un tercero,Baleada
1726,2020,Junio,Antioquia,Compañero permanente,32,Via urbana ,Baleada
1727,2020,Junio,Antioquia,Desconocido,34,Via urbana ,Apuñalada
1728,2020,Junio,Antioquia,Desconocido,29,Desconocido,Golpeada
1729,2020,Junio,Antioquia,Estructuras del narcotrafico,29,Via urbana ,Apuñalada
1730,2020,Junio,Valle del cauca,Conyuge,3,Vivienda de la victima,Baleada
1731,2020,Junio,Valle del cauca,Conyuge,24,Vivienda de la victima,Desconocido
1732,2020,Junio,Valle del cauca,Sicario,29,Desconocido,Apuñalada
1733,2020,Junio,Valle del cauca,Desconocido,29,Desconocido,Baleada
1734,2020,Junio,Valle del cauca,Sicario,50,Vivienda de la victima,Baleada
1735,2020,Junio,Valle del cauca,Sicario,29,Vivienda de la victima,Golpeada
1736,2020,Junio,Valle del cauca,Compañero permanente,39,En una calle del barrio de la victima,Baleada
1737,2020,Junio,Valle del cauca,Desconocido,52,Vivienda de la victima,Apuñalada
1738,2020,Junio,Valle del cauca,Compañero permanente,64,En una calle del barrio de la victima,Apuñalada
1739,2020,Junio,Valle del cauca,Banda criminal,76,Vivienda de la victima,Apuñalada
1740,2020,Junio,Valle del cauca,Compañero permanente,37,Vivienda de la victima,Desconocido
