Indice,Año,Mes,Departamento,Victimario,Edad,Lugar de los hechos,Metodos de eliminación
736,2018,Agosto,Caqueta,Desconocido,72,Transporte publico,Baleada
737,2018,Agosto,Cordoba,Desconocido,20,Via urbana,Baleada
738,2018,Agosto,Cordoba,Compañero permanente,29,Desconocido,Apuñalada
739,2018,Agosto,Cundinamarca,Desconocido,27,Desconocido,Apuñalada
740,2018,Agosto,Cundinamarca,Desconocido,29,Vivienda de un tercero,Baleada
741,2018,Agosto,Boyaca,Compañero permanente,29,Transporte privado,Baleada
742,2018,Agosto,Boyaca,Compañero permanente,29,Vivienda de la victima,Desconocido
743,2018,Agosto,Casanare,Compañero permanente,29,Vivienda de la victima,Desconocido
744,2018,Agosto,Arauca,Sicario,29,Desconocido,Golpeada
745,2018,Agosto,Putumayo,Desconocido,21,Vivienda de la victima,Apuñalada
746,2018,Agosto,Huila,Desconocido,29,Via urbana,Apuñalada
747,2018,Agosto,Bolivar,Desconocido,51,Desconocido,Desconocido
748,2018,Agosto,Risaralda,Desconocido,29,Via urbana,Apuñalada
749,2018,Septiembre,Antioquia,Compañero permanente,22,Vivienda del victimario,Asfixiada
750,2018,Septiembre,Antioquia,Desconocido,29,Vivienda de la victima,Baleada
751,2018,Septiembre,Antioquia,Desconocido,29,Via urbana,Baleada
752,2018,Septiembre,Antioquia,Conyuge,50,Vivienda de la victima,Golpeada
753,2018,Septiembre,Antioquia,Desconocido,53,Vivienda de la victima,Baleada
754,2018,Septiembre,Antioquia,Desconocido,57,Local comercial,Baleada
755,2018,Septiembre,Antioquia,Excompañero permanente,37,Vivienda de un tercero,Baleada
756,2018,Septiembre,Antioquia,Desconocido,29,Via urbana,Baleada
757,2018,Septiembre,Antioquia,Militar,29,Hotel,Baleada
758,2018,Septiembre,Valle del cauca,Excompañero permanente,24,Via urbana,Baleada
759,2018,Septiembre,Valle del cauca,Desconocido,29,Via urbana,Degollada
760,2018,Septiembre,Valle del cauca,Familiar,22,Local comercial,Baleada
761,2018,Septiembre,Valle del cauca,Desconocido,25,Vivienda de la victima,Asfixiada
762,2018,Septiembre,Valle del cauca,Compañero permanente,29,Vivienda de la victima,Baleada
763,2018,Septiembre,Valle del cauca,Desconocido,23,Vivienda de la victima,Baleada
764,2018,Septiembre,Putumayo,Sicario,69,Vivienda de la victima,Baleada
765,2018,Septiembre,Putumayo,Desconocido,37,Transporte privado,Baleada
766,2018,Septiembre,Putumayo,Estructuras armadas,29,Vivienda de la victima,Golpeada
767,2018,Septiembre,Cauca,Desconocido,47,Zona rural,Baleada
768,2018,Septiembre,Cauca,Conocido,15,Via urbana,Baleada
769,2018,Septiembre,Cauca,Desconocido,21,En una calle del barrio de la victima,Apuñalada
770,2018,Septiembre,Santander,Conyuge,38,Vivienda de la victima,Baleada
771,2018,Septiembre,Santander,Sicario,27,Local comercial,Cortada
772,2018,Septiembre,Magdalena,Familiar,55,Desconocido,Apuñalada
773,2018,Septiembre,Magdalena,Conocido,31,Vivienda de la victima,Asfixiada
774,2018,Septiembre,Bogota,Desconocido,36,Vivienda de la victima,Baleada
775,2018,Septiembre,Bogota,Desconocido,52,Desconocido,Apuñalada
776,2018,Septiembre,Atlantico ,Sicario,29,Vivienda de la victima,Baleada
777,2018,Septiembre,Atlantico ,Sicario,29,Vivienda de la victima,Baleada
778,2018,Septiembre,Quindio,Desconocido,29,Desconocido,Baleada
779,2018,Septiembre,Bolivar,Desconocido,27,Desconocido,Baleada
780,2018,Septiembre,Casanare,Desconocido,11,Local comercial,Baleada
781,2018,Septiembre,Vaupes,Desconocido,16,Zona rural,Desconocido
782,2018,Septiembre,Norte de Santander,Novio,27,Desconocido,Baleada
783,2018,Septiembre,Cordoba,Sicario,26,Via urbana,Apuñalada
784,2018,Septiembre,Cesar ,Banda criminal,29,Lugar de trabajo de la victima,Apuñalada
785,2018,Septiembre,Caqueta,Sicario,56,Espacio publico deportivo,Estrangulada
786,2018,Septiembre,Cundinamarca,Banda criminal,15,Vivienda de la victima,Golpeada
787,2018,Octubre,Antioquia,Vecino,29,Vivienda de la victima,Apuñalada
788,2018,Octubre,Antioquia,Desconocido,20,Desconocido,Baleada
789,2018,Octubre,Antioquia,Desconocido,53,Via rural,Estrangulada
790,2018,Octubre,Antioquia,Desconocido,28,Desconocido,Apuñalada
791,2018,Octubre,Antioquia,Conocido,29,Vivienda de la victima,Cortada
792,2018,Octubre,Antioquia,Desconocido,29,Vivienda de la victima,Baleada
793,2018,Octubre,Antioquia,Compañero permanente,24,Vivienda de la victima,Baleada
794,2018,Octubre,Antioquia,Desconocido,0,Vivienda de la victima,Apuñalada
795,2018,Octubre,Antioquia,Familiar,21,Zona rural,Apuñalada
796,2018,Octubre,Antioquia,Desconocido,29,Vivienda de la victima,Baleada
797,2018,Octubre,Antioquia,Sicario,67,Zona rural,Baleada
798,2018,Octubre,Antioquia,Banda criminal,15,Vivienda de la victima,Baleada
799,2018,Octubre,Antioquia,Desconocido,25,Vivienda de la victima,Baleada
800,2018,Octubre,Antioquia,Desconocido,42,Desconocido,Asfixiada
801,2018,Octubre,Antioquia,Desconocido,29,Desconocido,Explosion
802,2018,Octubre,Valle del cauca,Compañero permanente,29,Vivienda de la victima,Desconocido
803,2018,Octubre,Valle del cauca,Desconocido,44,Vivienda de un tercero,Baleada
804,2018,Octubre,Valle del cauca,Excompañero permanente,22,Vivienda de la victima,Desconocido
805,2018,Octubre,Valle del cauca,Conyuge,29,Vivienda de la victima,Baleada
806,2018,Octubre,Valle del cauca,Desconocido,52,Via urbana,Apuñalada
807,2018,Octubre,Valle del cauca,Excompañero permanente,30,Via urbana,Baleada
808,2018,Octubre,Valle del cauca,Excompañero permanente,36,Via urbana,Baleada
809,2018,Octubre,Valle del cauca,Compañero permanente,29,Vivienda del victimario,Baleada
810,2018,Octubre,Valle del cauca,Desconocido,14,Vivienda de la victima,Apuñalada
811,2018,Octubre,Valle del cauca,Excompañero permanente,26,Hotel,Baleada
812,2018,Octubre,Cauca,Sicario,45,Vivienda de la victima,Baleada
813,2018,Octubre,Cauca,Desconocido,29,Desconocido,Asfixiada
814,2018,Octubre,Cauca,Excompañero permanente,32,Local comercial,Asfixiada
815,2018,Octubre,Cauca,Desconocido,33,Local comercial,Apuñalada
816,2018,Octubre,Cauca,Compañero permanente,25,Via urbana,Baleada
817,2018,Octubre,Cauca,Desconocido,16,Vivienda de la victima,Golpeada
818,2018,Octubre,Cauca,Desconocido,29,Desconocido,Apuñalada
819,2018,Octubre,Cauca,Desconocido,15,Vivienda de la victima,Baleada
820,2018,Octubre,Risaralda,Desconocido,29,Via urbana,Apuñalada
821,2018,Octubre,Risaralda,Desconocido,57,Vivienda del victimario,Apuñalada
822,2018,Octubre,Risaralda,Excompañero permanente,21,Desconocido,Baleada
823,2018,Octubre,Risaralda,Novio,21,Vivienda de la victima,Apuñalada
824,2018,Octubre,Atlantico ,Excompañero permanente,29,Vivienda de la victima,Baleada
825,2018,Octubre,Atlantico ,Conyuge,40,Zona rural,Baleada
826,2018,Octubre,Atlantico ,Desconocido,39,Desconocido,Baleada
827,2018,Octubre,Atlantico ,Desconocido,29,Via urbana,Lanzada
828,2018,Octubre,Cordoba,Sicario,29,Vivienda de la victima,Baleada
829,2018,Octubre,Cordoba,Sicario,29,Vivienda de la victima,Baleada
830,2018,Octubre,Cordoba,Desconocido,20,Via urbana,Degollada
831,2018,Octubre,Quindio,Conyuge,35,Vivienda de la victima,Baleada
832,2018,Octubre,Quindio,Desconocido,26,Vivienda de la victima,Baleada
833,2018,Octubre,Quindio,Desconocido,2,Vivienda de la victima,Apuñalada
834,2018,Octubre,Norte de Santander,Compañero permanente,22,Desconocido,Asfixiada
835,2018,Octubre,Norte de Santander,Desconocido,41,Via urbana,Apuñalada
836,2018,Octubre,Bogota,Desconocido,31,Zona rural,Baleada
837,2018,Octubre,Bogota,Desconocido,29,Zona verde urbana,Asfixiada
838,2018,Octubre,Santander,Desconocido,21,Vivienda de la victima,Apuñalada
839,2018,Octubre,Santander,Desconocido,49,Via urbana,Apuñalada
840,2018,Octubre,Cundinamarca,Conyuge,29,Zona rural,Baleada
841,2018,Octubre,Cundinamarca,Desconocido,29,Via urbana,Desconocido
842,2018,Octubre,Tolima,Desconocido,29,Vivienda de la victima,Apuñalada
843,2018,Octubre,Cesar ,Sicario,27,Vivienda de la victima,Baleada
844,2018,Octubre,Bolivar,Desconocido,38,Desconocido,Golpeada
845,2018,Octubre,Caqueta,Desconocido,11,Via rural,Apuñalada
846,2018,Octubre,Magdalena,Desconocido,61,Desconocido,Golpeada
847,2018,Octubre,Nariño,Sicario,29,Via rural,Baleada
848,2018,Octubre,Putumayo,Compañero permanente,23,Vivienda de la victima,Baleada
849,2018,Noviembre,Antioquia,Excompañero permanente,29,Desconocido,Baleada
850,2018,Noviembre,Antioquia,Desconocido,57,Vivienda de la victima,Desconocido
851,2018,Noviembre,Antioquia,Desconocido,21,Via urbana,Baleada
852,2018,Noviembre,Antioquia,Desconocido,25,Via urbana,Baleada
853,2018,Noviembre,Antioquia,Compañero permanente,29,Desconocido,Degollada
854,2018,Noviembre,Antioquia,Excompañero permanente,29,Vivienda de la victima,Estrangulada
855,2018,Noviembre,Antioquia,Desconocido,30,Via urbana,Apuñalada
856,2018,Noviembre,Antioquia,Desconocido,24,Via rural,Baleada
857,2018,Noviembre,Antioquia,Desconocido,29,Vivienda de la victima,Apuñalada
858,2018,Noviembre,Antioquia,Sicario,40,Via urbana,Apuñalada
859,2018,Noviembre,Antioquia,Desconocido,63,Desconocido,Baleada
860,2018,Noviembre,Cauca,Excompañero permanente,27,Local comercial,Apuñalada
861,2018,Noviembre,Cauca,Conocido,16,Local comercial,Baleada
862,2018,Noviembre,Cauca,Desconocido,23,Vivienda de la victima,Baleada
863,2018,Noviembre,Cauca,Sicario,20,Via urbana,Baleada
864,2018,Noviembre,Cauca,Conocido,60,Vivienda de la victima,Apuñalada
865,2018,Noviembre,Cauca,Desconocido,23,Vivienda de la victima,Baleada
866,2018,Noviembre,Atlantico ,Banda criminal,36,Zona verde urbana,Baleada
867,2018,Noviembre,Atlantico ,Familiar,29,Local comercial,Golpeada
868,2018,Noviembre,Atlantico ,Desconocido,45,Local comercial,Apuñalada
869,2018,Noviembre,Atlantico ,Desconocido,38,Vivienda de la victima,Baleada
870,2018,Noviembre,Valle del cauca,Conocido,28,Desconocido,Baleada
871,2018,Noviembre,Valle del cauca,Desconocido,42,Local comercial,Golpeada
872,2018,Noviembre,Valle del cauca,Delincuencia organizada,20,Hotel,Apuñalada
873,2018,Noviembre,Nariño,Desconocido,35,Zona verde urbana,Asfixiada
874,2018,Noviembre,Nariño,Desconocido,29,Vivienda de la victima,Golpeada
875,2018,Noviembre,Quindio,Desconocido,33,Local comercial,Baleada
876,2018,Noviembre,Quindio,Desconocido,33,Via urbana,Apuñalada
877,2018,Noviembre,Norte de Santander,Compañero permanente,26,Hotel,Desconocido
878,2018,Noviembre,Norte de Santander,Sicario,15,Via urbana,Baleada
879,2018,Noviembre,Huila,Desconocido,52,Desconocido,Baleada
880,2018,Noviembre,Huila,Conocido,29,Via urbana,Baleada
881,2018,Noviembre,Risaralda,Familiar,25,Transporte privado,Estrangulada
882,2018,Noviembre,Bolivar,Desconocido,29,Vivienda de la victima,Baleada
883,2018,Noviembre,Meta,Desconocido,31,Vivienda de la victima,Baleada
884,2018,Noviembre,Boyaca,Compañero permanente,29,Vivienda de la victima,Baleada
885,2018,Noviembre,Casanare,Compañero permanente,22,Lugar de trabajo de la victima,Baleada
886,2018,Noviembre,Magdalena,Conocido,29,Via urbana,Baleada
887,2018,Noviembre,Bogota,Desconocido,32,Desconocido,Apuñalada
888,2018,Noviembre,Guajira,Compañero permanente,29,Vivienda de la victima,Baleada
889,2018,Diciembre,Valle del cauca,Compañero permanente,29,Via urbana,Desconocido
890,2018,Diciembre,Valle del cauca,Conocido,29,Zona rural,Baleada
891,2018,Diciembre,Valle del cauca,Sicario,29,Vivienda de la victima,Asfixiada
892,2018,Diciembre,Valle del cauca,Desconocido,38,Desconocido,Apuñalada
893,2018,Diciembre,Valle del cauca,Conocido,17,Vivienda de la victima,Baleada
894,2018,Diciembre,Valle del cauca,Compañero permanente,29,Vivienda de la victima,Baleada
895,2018,Diciembre,Valle del cauca,Conocido,26,Via rural,Apuñalada
896,2018,Diciembre,Valle del cauca,Desconocido,57,Vivienda de la victima,Apuñalada
897,2018,Diciembre,Valle del cauca,Conocido,21,Via urbana,Golpeada
898,2018,Diciembre,Cordoba,Excompañero permanente,33,Local comercial,Baleada
899,2018,Diciembre,Cordoba,Desconocido,29,Vivienda de un tercero,Apuñalada
900,2018,Diciembre,Cordoba,Compañero permanente,38,Lugar de trabajo de la victima,Apuñalada
901,2018,Diciembre,Cordoba,Desconocido,28,Via urbana,Baleada
902,2018,Diciembre,Cauca,Desconocido,32,Desconocido,Baleada
903,2018,Diciembre,Cauca,Militar,20,Via urbana,Desconocido
904,2018,Diciembre,Cauca,Sicario,61,Vivienda de la victima,Desconocido
905,2018,Diciembre,Cauca,Desconocido,40,Vivienda de la victima,Apuñalada
906,2018,Diciembre,Guajira,Desconocido,31,Vivienda de la victima,Desconocido
907,2018,Diciembre,Guajira,Desconocido,29,Vivienda de la victima,Baleada
908,2018,Diciembre,Guajira,Desconocido,29,Vivienda de la victima,Baleada
909,2018,Diciembre,Antioquia,Desconocido,25,Centro medico,Golpeada
910,2018,Diciembre,Antioquia,Familiar,32,Vivienda de la victima,Baleada
911,2018,Diciembre,Antioquia,Excompañero permanente,21,Transporte publico,Explosion
912,2018,Diciembre,Bogota,Sicario,29,Hotel,Desconocido
913,2018,Diciembre,Bogota,Desconocido,29,Vivienda de la victima,Baleada
914,2018,Diciembre,Bogota,Excompañero permanente,47,Via urbana,Estrangulada
915,2018,Diciembre,Santander,Desconocido,42,Via urbana,Baleada
916,2018,Diciembre,Santander,Sicario,36,Via urbana,Apuñalada
917,2018,Diciembre,Sucre,Excompañero permanente,29,Local comercial,Baleada
918,2018,Diciembre,Sucre,Sicario,27,Vivienda de la victima,Baleada
919,2018,Diciembre,Norte de Santander,Excompañero permanente,62,Via urbana,Baleada
920,2018,Diciembre,Norte de Santander,Sicario,20,Via urbana,Estrangulada
921,2018,Diciembre,Meta,Desconocido,29,Zona rural,Golpeada
922,2018,Diciembre,Meta,Compañero permanente,22,Via urbana,Baleada
923,2018,Diciembre,Caqueta,Conocido,29,Vivienda de la victima,Apuñalada
924,2018,Diciembre,Caqueta,Familiar,22,En una calle del barrio de la victima,Cortada
925,2018,Diciembre,Casanare,Compañero permanente,26,Vivienda de un tercero,Baleada
926,2018,Diciembre,Casanare,Desconocido,23,Vivienda de la victima,Baleada
927,2018,Diciembre,Tolima,Compañero permanente,34,Vivienda de la victima,Baleada
928,2018,Diciembre,Huila,Desconocido,29,Vivienda de la victima,Baleada
929,2018,Diciembre,Boyaca,Familiar,52,Vivienda de la victima,Baleada
930,2018,Diciembre,Nariño,Desconocido,15,Lugar de trabajo de la victima,Desconocido
931,2019,Enero,Valle del Cauca ,Sicario,30,Calle del barrio de la victima,Baleada
932,2019,Enero,Valle del Cauca ,Desconocido,25,Via Urbana,Apuñalada
933,2019,Enero,Valle del Cauca ,Desconocido,23,Via Urbana,Baleada
934,2019,Enero,Valle del Cauca ,Sicario,34,Via Urbana,Baleada
935,2019,Enero,Valle del Cauca ,Desconocido,28,Vivienda de la victima,Baleada
936,2019,Enero,Valle del Cauca ,Banda Criminal,25,Calle del barrio de la victima,Baleada
937,2019,Enero,Valle del Cauca ,Compañero permanente,53,Desconocido,Estrangulada
938,2019,Enero,Atlantico ,Desconocido,58,Vivienda de la victima,Apuñalada
939,2019,Enero,Atlantico ,Banda Criminal,78,Via Urbana,Baleada
940,2019,Enero,Atlantico ,Sicario,4,Calle del barrio de la victima,Baleada
941,2019,Enero,Atlantico ,Banda Criminal,18,Vivienda de la victima,Baleada
942,2019,Enero,Atlantico ,Desconocido,30,Vivienda de la victima,Baleada
943,2019,Enero,Atlantico ,Compañero permanente,21,Vivienda de la victima,Baleada
944,2019,Enero,Norte de Santander,Banda Criminal,40,Via Urbana,Baleada
945,2019,Enero,Norte de Santander,Desconocido,43,Zona Rural,Baleada
946,2019,Enero,Norte de Santander,Sicario,24,Via Urbana,Baleada
947,2019,Enero,Norte de Santander,Desconocido,24,Via Urbana,Baleada
948,2019,Enero,Antioquia,Desconocido,25,Vivienda de la victima,Baleada
949,2019,Enero,Antioquia,Desconocido,23,Via Urbana,Apuñalada
950,2019,Enero,Antioquia,Desconocido,34,Via Urbana,Apuñalada
951,2019,Enero,Cauca,Exnovio,20,Zona Rural,Apuñalada
952,2019,Enero,Cauca,Compañero permanente,35,Vivienda de la victima,Baleada
953,2019,Enero,Cauca,Compañero permanente,31,Vivienda de la victima,Baleada
954,2019,Enero,Tolima,Exnovio,21,Vivienda de la victima,Apuñalada
955,2019,Enero,Tolima,Excompañero permanente,39,Vivienda de la victima,Baleada
956,2019,Enero,Tolima,Desconocido,41,Via Urbana,Baleada
957,2019,Enero,Cesar ,Conyuge,59,Vivienda de la victima,Degollada
958,2019,Enero,Cesar ,Conyuge,56,Vivienda de la victima,Baleada
959,2019,Enero,Nariño,Familiar,43,Vivienda de la victima,Baleada
960,2019,Enero,Nariño,Desconocido,48,Vivienda de la victima,Golpeada
961,2019,Enero,Meta,Conocido,12,Via Urbana,Golpeada
962,2019,Enero,Meta,Excompañero permanente,20,Zona Rural,Desconocido
963,2019,Enero,Bogota,Desconocido,27,Desconocido,Baleada
964,2019,Enero,Bogota,Desconocido,62,Vivienda de la victima,Apuñalada
965,2019,Enero,Bolivar,Desconocido,60,Lugar de trabajo de la victima,Asfixiada
966,2019,Enero,Santander,Desconocido,63,Desconocido,Desconocido
967,2019,Enero,Caldas,Desconocido,4,Calle del barrio de la victima,Baleada
968,2019,Enero,Magdalena,Desconocido,60,Zona Rural,Baleada
969,2019,Enero,Arauca,Desconocido,14,Vivienda de la victima,Desconocido
970,2019,Febrero,Valle del Cauca,Desconocido,37,Via Urbana,Mutilada
971,2019,Febrero,Valle del Cauca,Desconocido,24,Via Urbana,Baleada
972,2019,Febrero,Valle del Cauca,Desconocido,25,Vivienda de la victima,Apuñalada
973,2019,Febrero,Valle del Cauca,Desconocido,18,Via Urbana,Apuñalada
974,2019,Febrero,Valle del Cauca,Sicario,29,Vivienda de la victima,Baleada
975,2019,Febrero,Valle del Cauca,Delincuencia organizada,59,Zona Rural,Baleada
976,2019,Febrero,Valle del Cauca,Conyuge,26,Vivienda de la victima,Baleada
977,2019,Febrero,Valle del Cauca,Familiar,56,Vivienda de la victima,Baleada
978,2019,Febrero,Valle del Cauca,Sicario,37,Via Urbana,Baleada
979,2019,Febrero,Valle del Cauca,Desconocido,30,Transporte publico,Baleada
980,2019,Febrero,Atlantico ,Desconocido,32,Vivienda de la victima,Apuñalada
981,2019,Febrero,Atlantico ,Desconocido,32,Vivienda de la victima,Apuñalada
982,2019,Febrero,Atlantico ,Desconocido,34,Vivienda de la victima,Desconocido
983,2019,Febrero,Atlantico ,Sicario,14,Vivienda de la victima,Baleada
984,2019,Febrero,Atlantico ,Conocido,30,Vivienda de la victima,Baleada
985,2019,Febrero,Atlantico ,Exnovio,23,Via rural,Desconocido
986,2019,Febrero,Antioquia,Desconocido,27,Desconocido,Baleada
987,2019,Febrero,Antioquia,Desconocido,21,Desconocido,Baleada
988,2019,Febrero,Antioquia,Desconocido,59,Desconocido,Apuñalada
989,2019,Febrero,Antioquia,Desconocido,15,Desconocido,Baleada
990,2019,Febrero,Antioquia,Desconocido,35,Vivienda de la victima,Desconocido
991,2019,Febrero,Santander,Compañero permanente,29,Vivienda de la victima,Apuñalada
992,2019,Febrero,Santander,Desconocido,15,Vivienda de la victima,Baleada
993,2019,Febrero,Santander,Familiar,19,Desconocido,Estrangulada
994,2019,Febrero,Quindio,Desconocido,26,Vivienda de la victima,Desconocido
995,2019,Febrero,Quindio,Sicario,27,Vivienda de un tercero,Baleada
996,2019,Febrero,Quindio,Desconocido,57,Desconocido,Desconocido
997,2019,Febrero,Norte de Santander,Desconocido,29,Vivienda de la victima,Baleada
998,2019,Febrero,Norte de Santander,Desconocido,32,Desconocido,Baleada
999,2019,Febrero,Norte de Santander,Desconocido,35,Desconocido,Desconocido
1000,2019,Febrero,Cauca,Desconocido,23,Zona verde urbana,Baleada
1001,2019,Febrero,Cauca,Excompañero permanente,27,Desconocido,Apuñalada
1002,2019,Febrero,Cauca,Sicario,31,Lugar de trabajo de la victima,Baleada
1003,2019,Febrero,Bolivar,Desconocido,25,Desconocido,Desconocido
1004,2019,Febrero,Bolivar,Desconocido,30,Via Urbana,Baleada
1005,2019,Febrero,Bolivar,Compañero permanente,37,Hotel,Apuñalada
1006,2019,Febrero,Tolima,Desconocido,65,Desconocido,Apuñalada
1007,2019,Febrero,Tolima,Desconocido,16,Desconocido,Desconocido
1008,2019,Febrero,Nariño,Desconocido,51,Vivienda de la victima,Estrangulada
1009,2019,Febrero,Nariño,Sicario,26,Via Urbana,Baleada
1010,2019,Febrero,Huila,Conocido,25,Vivienda de un tercero,Estrangulada
1011,2019,Febrero,Huila,Desconocido,29,Desconocido,Baleada
1012,2019,Febrero,Cordoba,Desconocido,35,Via Urbana,Apuñalada
1013,2019,Febrero,Cordoba,Desconocido,24,Centro Medico,Cortada
1014,2019,Febrero,Caqueta,Compañero permanente,40,Vivienda de la victima,Apuñalada
1015,2019,Febrero,Caqueta,Desconocido,41,Vivienda de la victima,Baleada
1016,2019,Febrero,Boyaca,Novio,31,Zona Rural,Apuñalada
1017,2019,Febrero,Boyaca,Conyuge,27,Vivienda de la victima,Apuñalada
1018,2019,Febrero,Meta,Desconocido,28,Vivienda de la victima,Baleada
1019,2019,Febrero,Magdalena,Desconocido,61,Zona Rural,Apuñalada
1020,2019,Febrero,Bogota,Conocido,50,Desconocido,Baleada
1021,2019,Marzo,Antioquia,Desconocido,36,Desconocido,Cortada
1022,2019,Marzo,Antioquia,Desconocido,45,Desconocido,Baleada
1023,2019,Marzo,Antioquia,Desconocido,26,Via Urbana,Baleada
1024,2019,Marzo,Antioquia,Sicario,36,Vivienda de la victima,Baleada
1025,2019,Marzo,Antioquia,Desconocido,27,Desconocido,Desconocido
1026,2019,Marzo,Antioquia,Banda criminal,32,Vivienda de la victima,Desconocido
1027,2019,Marzo,Antioquia,Estructuras armadas,24,Vivienda de la victima,Baleada
1028,2019,Marzo,Antioquia,Desconocido,35,Vivienda de la victima,Golpeada
1029,2019,Marzo,Antioquia,Desconocido,41,Espacio publico deportivo,Golpeada
1030,2019,Marzo,Valle del Cauca,Sicario,30,Vivienda de la victima,Baleada
1031,2019,Marzo,Valle del Cauca,Sicario,51,Vivienda de la victima,Baleada
1032,2019,Marzo,Valle del Cauca,Desconocido,27,Via Urbana,Baleada
1033,2019,Marzo,Valle del Cauca,Desconocido,18,Desconocido,Desconocido
1034,2019,Marzo,Valle del Cauca,Desconocido,25,Via Urbana,Desconocido
1035,2019,Marzo,Valle del Cauca,Desconocido,23,Desconocido,Apuñalada
1036,2019,Marzo,Valle del Cauca,Estructuras armadas,22,Vivienda de la victima,Baleada
1037,2019,Marzo,Cauca,Sicario,31,Calle del barrio de la victima,Baleada
1038,2019,Marzo,Cauca,Desconocido,39,Desconocido,Baleada
1039,2019,Marzo,Cauca,Desconocido,24,Desconocido,Baleada
1040,2019,Marzo,Cauca,Compañero permanente,24,Local comercial,Apuñalada
1041,2019,Marzo,Cauca,Compañero permanente,31,Vivienda de la victima,Baleada
1042,2019,Marzo,Norte de Santander,Desconocido,56,Vivienda de la victima,Baleada
1043,2019,Marzo,Norte de Santander,Desconocido,20,Vivienda de la victima,Apuñalada
1044,2019,Marzo,Norte de Santander,Compañero permanente,15,Vivienda de la victima,Apuñalada
1045,2019,Marzo,Santander,Novio,23,Vivienda de la victima,Baleada
1046,2019,Marzo,Santander,Excompañero permanente ,36,Calle del barrio de la victima,Desconocido
1047,2019,Marzo,Santander,Desconocido,26,Vivienda de la victima,Golpeada
1048,2019,Marzo,Casanare,Compañero permanente,42,Vivienda de la victima,Apuñalada
1049,2019,Marzo,Casanare,Desconocido,39,Desconocido,Desconocido
1050,2019,Marzo,Sucre,Sicario,45,Desconocido,Baleada
1051,2019,Marzo,Sucre,Conocido,28,Calle del barrio de la victima,Apuñalada
1052,2019,Marzo,Atlantico ,Desconocido,41,Vivienda de la victima,Baleada
1053,2019,Marzo,Quindio,Sicario,29,Vivienda de la victima,Baleada
1054,2019,Marzo,Bolivar,Sicario,26,Via Urbana,Baleada
1055,2019,Marzo,Huila,Desconocido,17,Desconocido,Desconocido
1056,2019,Marzo,Cordoba,Desconocido,22,Local comercial,Baleada
1057,2019,Marzo,Meta,Sicario,14,Desconocido,Baleada
1058,2019,Marzo,Bogota,Compañero permanente,28,Hotel,Apuñalada
1059,2019,Abril,Antioquia,Sicario,36,Via Urbana,Baleada
1060,2019,Abril,Antioquia,Desconocido,25,Hotel,Apuñalada
1061,2019,Abril,Antioquia,Desconocido,29,Otros lugares,Baleada
1062,2019,Abril,Antioquia,Conyuge,31,Via Urbana,Apuñalada
1063,2019,Abril,Antioquia,Novio,22,Local comercial,Baleada
1064,2019,Abril,Antioquia,Sicario,44,Transporte privado,Baleada
1065,2019,Abril,Antioquia,Desconocido,30,Vivienda de la victima,Baleada
1066,2019,Abril,Antioquia,Desconocido,26,Vivienda de la victima,Baleada
1067,2019,Abril,Antioquia,Sicario,41,Vivienda de la victima,Apuñalada
1068,2019,Abril,Antioquia,Desconocido,23,Via Urbana,Desconocido
1069,2019,Abril,Antioquia,Compañero permanente,40,Vivienda de la victima,Desconocido
1070,2019,Abril,Antioquia,Conocido,21,Via Urbana,Cortada
1071,2019,Abril,Antioquia,Desconocido,27,Desconocido,Apuñalada
1072,2019,Abril,Atlantico ,Desconocido,32,Vivienda de un tercero,Apuñalada
1073,2019,Abril,Atlantico ,Excompañero permanente,41,Vivienda de la victima,Desconocido
1074,2019,Abril,Atlantico ,Desconocido,32,Via Urbana,Baleada
1075,2019,Abril,Atlantico ,Desconocido,36,Vivienda de la victima,Baleada
1076,2019,Abril,Atlantico ,Desconocido,31,Desconocido,Baleada
1077,2019,Abril,Atlantico ,Conocido,21,Via Urbana,Baleada
1078,2019,Abril,Valle del Cauca,Desconocido,23,Desconocido,Apuñalada
1079,2019,Abril,Valle del Cauca,Banda Criminal,39,Vivienda de la victima,Apuñalada
1080,2019,Abril,Valle del Cauca,Excompañero permanente,27,Vivienda de un tercero,Baleada
1081,2019,Abril,Valle del Cauca,Novio,22,Vivienda de la victima,Apuñalada
1082,2019,Abril,Valle del Cauca,Desconocido,33,Vivienda de la victima,Baleada
1083,2019,Abril,Huila,Desconocido,30,Via Urbana,Degollada
1084,2019,Abril,Huila,Conocido,16,Calle del barrio de la victima,Apuñalada
1085,2019,Abril,Huila,Excompañero permanente,20,Vivienda de un tercero,Desconocido
1086,2019,Abril,Magdalena,Estructuras Armadas,63,Zona Rural,Baleada
1087,2019,Abril,Magdalena,Desconocido,34,Vivienda de la victima,Apuñalada
1088,2019,Abril,Magdalena,Compañero permanente,53,Desconocido,Apuñalada
1089,2019,Abril,Santander,Sicario,29,Vivienda de la victima,Baleada
1090,2019,Abril,Santander,Desconocido,45,Via Urbana,Desconocido
1091,2019,Abril,Santander,Conocido,13,Vivienda de la victima,Apuñalada
1092,2019,Abril,Tolima,Desconocido,21,Local comercial,Baleada
1093,2019,Abril,Tolima,Conocido,27,Vivienda de un tercero,Estrangulada
1094,2019,Abril,Cauca,Desconocido,47,Vivienda de la victima,Apuñalada
1095,2019,Abril,Cauca,Conyuge,40,Desconocido,Asfixiada
